Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp
prop 65 compliance letter template,45,45,110,57.23,1.89,https://bestbath.com/prop-65/,0,0,0,0.4,2730000,"[0,0,0,23,100,67,44,23,23,28,28,28]",1561119905
60 of 32,73,73,170,79.3,0,https://bestbath.com/product/multi-piece-curbed-32x60x81-shower-2/,0,0,0,0,8430000000,"[42,65,42,54,54,65,54,100,100,81,54,81]",1561076260
28 shower stall,25,25,90,74.8,0.79,https://bestbath.com/products/showers/,0,0,0,1,15800000,"[11,11,11,11,11,11,22,11,11,11,11,100]",1561162021
small shower tub,75,75,320,88.15,0.85,https://bestbath.com/,0,0,0,1,160000000,"[100,67,67,81,67,67,67,44,54,81,54,67]",1561015247
bathroom remodeling catalogs,36,36,30,65.05,0,https://bestbath.com/bestbath-resources/brochures-literature/,0,0,0,0,12600000,"[0,14,0,0,14,14,100,14,100,14,0,0]",1561711380
conversation archivÌ©e,59,59,50,76.13,0,https://bestbath.com/tag/pcbc-conversation/,0,0,0,0,321000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1561366737
5 foot shower,71,71,110,83.88,1.08,https://bestbath.com/products/showers/pans/,0,0,0,1,350000000,"[100,82,65,52,82,65,41,41,41,52,52,65]",1561122922
bathroom professionals,29,29,30,67.5,0,https://bestbath.com/building-trades-professionals/,0,0,0,0.64,161000000,"[11,11,11,100,100,11,11,33,11,11,100,11]",1561622662
bathtub height code,46,46,90,74.51,36.36,https://bestbath.com/architects-engineers-code-compliant-showers-tubs/,0,0,0,0.1,50700000,"[43,14,100,57,14,14,29,100,43,14,14,14]",1561156499
ada shower seat revit,23,23,70,55.5,4.05,https://bestbath.com/,0,0,0,1,83,"[20,40,20,20,100,40,60,20,60,100,20,20]",1561226977
corner shower base with seat,29,29,90,76.57,0.66,https://bestbath.com/products/showers/pans/,0,0,0,0.95,66800000,"[20,20,40,100,40,80,80,20,20,20,20,20]",1561163129
corner shower base with seat,28,28,90,76.57,0.66,https://bestbath.com/types-shower-pans/,0,0,0,0.95,66800000,"[20,20,40,100,40,80,80,20,20,20,20,20]",1561163129
bathroom window size requirements,80,80,50,73.03,0,https://bestbath.com/elevate-bathroom-right-windows/,0,0,0,0.93,417000000,"[14,29,14,14,14,14,43,71,14,14,14,100]",1561356850
baths and showers direct,56,56,20,56.7,0.1,https://bestbath.com/,0,0,0,0.87,106000000,"[0,0,0,33,0,0,100,11,0,11,11,11]",1561819015
ral 7034,92,92,40,56.11,0,https://bestbath.com/wp-content/uploads/2016/01/RALGelcoatColors_2.compressed.pdf,0,0,0,0.05,357000,"[33,33,67,67,33,33,33,33,33,100,33,33]",1561537995
center partners idaho falls,78,78,20,82.14,0,https://bestbath.com/wp-content/uploads/2016/02/CaseStudy_IF-BehavioralHeath.pdf,0,0,0,0.02,6290000,"[11,11,11,22,11,11,44,11,11,33,11,100]",1561876767
34x60 shower,45,45,20,81.73,0.58,https://bestbath.com/products/showers/pans/,0,0,0,1,72,"[14,71,14,14,14,14,100,29,14,14,14,14]",1561799623
traditional shower panels,92,92,30,68.79,0,https://bestbath.com/product/multi-piece-traditional-54-x-36-x-81-shower-traditional-threshold-34-curb-height-5lbs5436fbe75t/,0,0,0,0,67400000,"[0,100,0,0,50,50,0,0,50,0,0,0]",1561739370
drop in tub surround tile,53,53,50,84.18,0,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,7070000,"[100,14,14,71,14,14,57,14,14,14,0,14]",1561372007
36 x 36 shower stall,37,37,390,80.25,0.79,https://bestbath.com/product/barrier-free-36x36-shower-pan-traditional-threshold-0-5-curb-height-2/,0,0,0,1,8550000,"[66,44,66,81,81,100,66,81,66,81,81,66]",1561003761
how to put in a shower floor,78,78,30,82.4,0.62,https://bestbath.com/types-shower-pans/,0,0,0,1,148000000,"[11,11,11,11,100,11,11,11,22,11,11,22]",1561591579
how to tile the side of a bathtub,89,89,110,81.18,0.49,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,47900000,"[65,82,52,65,82,100,100,82,41,52,29,24]",1561126331
diamond tub and shower distributors,21,21,20,52.11,6.03,https://bestbath.com/dealers/,0,0,0,0.88,83,"[11,100,78,33,11,11,22,11,11,11,22,11]",1561770341
top bath accessories,72,72,40,85.69,2.75,https://bestbath.com/products/accessories/,0,0,0,1,540000000,"[0,0,0,0,0,0,0,0,0,100,100,100]",1561447418
roman tub remodel,28,28,30,64.72,0.81,https://bestbath.com/bestbath-resources/brochures-literature/,0,0,0,1,2680000,"[100,11,78,22,100,22,11,11,11,22,11,11]",1561589390
shower curtain cable,49,49,50,88.4,0.56,https://bestbath.com/product/heavy-duty-vinyl-shower-curtain/,0,0,0,0.97,98,"[60,40,20,20,20,20,20,40,20,20,20,100]",1562606642
fiberglass shower pan installation instructions,13,13,20,77.46,0,https://bestbath.com/types-shower-pans/,0,0,0,0.14,1970000,"[25,100,0,25,25,25,25,25,25,25,0,100]",1561912038
safe step tubs of minnesota,60,60,40,76.6,14.31,https://bestbath.com/commercial-showers-tubs/,0,0,0,0.56,96,"[11,11,11,44,11,11,22,11,11,100,11,11]",1561443578
ada barrier free shower,7,7,20,60.26,1.32,https://bestbath.com/products/showers/barrier-free/,0,0,1,0.94,1080000,"[14,14,14,43,14,14,14,14,100,29,14,29]",1561786452
small shower inserts,38,38,210,86.16,0.68,https://bestbath.com/,0,0,0,1,53600000,"[44,66,66,81,66,66,44,66,44,100,81,66]",1561052263
rough in shower drain concrete,66,66,50,83.39,0,https://bestbath.com/wp-content/uploads/2018/07/Form2026_AboveRoughFloorPan_NewBrand2015_FINAL.pdf,0,0,0,0.98,3040000,"[60,20,40,40,100,20,20,100,20,100,20,20]",1561420760
square bathtub shower combo,31,31,50,82.99,0.5,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,17000000,"[29,14,14,100,71,14,14,14,14,14,29,14]",1562609386
typical standing shower dimensions,83,83,20,80.97,0.5,https://bestbath.com/products/showers/pans/,0,0,0,1,3000000,"[11,22,11,33,22,11,11,100,11,11,11,22]",1561804718
shower base drain,24,24,320,83.08,0.74,https://bestbath.com/products/showers/pans/,0,0,0,1,29300000,"[100,54,67,54,54,67,67,67,67,67,81,81]",1561015264
hattiesburg medical supply,37,37,720,80.02,1.53,https://bestbath.com/dealer/hattiesburg-medical-supply/,0,0,0,0.02,89,"[67,67,67,82,82,67,82,82,82,100,82,82]",1560980182
shower surrounds near me,29,29,70,85.28,1.38,https://bestbath.com/,0,0,0,1,53800000,"[0,0,0,0,0,0,0,0,0,100,50,50]",1561230458
stall design ideas,55,55,30,59.42,0,https://bestbath.com/,0,0,0,0,29100000,"[20,20,20,20,40,100,20,20,20,20,60,0]",1561729375
shower base replacement,30,30,170,86.57,1.55,https://bestbath.com/types-shower-pans/,0,0,0,0.93,44100000,"[65,54,54,100,81,65,81,54,54,65,65,65]",1561068506
bath phone number,30,30,50,79.49,0,https://bestbath.com/,0,0,0,0,832000000,"[100,100,50,50,50,50,50,100,50,100,50,50]",1561356909
are showers or baths better,84,84,20,85.99,0,https://bestbath.com/,0,0,0,0,40000000,"[14,29,14,14,29,100,14,57,43,29,14,14]",1561850633
are showers or baths better,83,83,20,85.99,0,https://bestbath.com/tiledesign/,0,0,0,0,40000000,"[14,29,14,14,29,100,14,57,43,29,14,14]",1561850633
how to operate bathtub,26,26,50,80.11,0,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,0.2,7120000,"[14,100,43,14,100,0,29,100,14,14,43,29]",1561385296
liberty tub,77,77,50,56.89,0,https://bestbath.com/wp-content/uploads/2016/08/Liberty-Walk-In-Tub.pdf,0,0,0,0.98,48900000,"[33,33,33,33,33,67,33,67,33,33,100,33]",1561395621
standard shower tray sizes,65,65,30,64.61,1.04,https://bestbath.com/types-shower-pans/,0,0,0,1,6610000,"[25,25,25,25,25,25,50,25,50,25,25,100]",1561587586
souris river designs,17,17,20,74.01,0,https://bestbath.com/dealer/souris-river-designs/,0,0,0,0,3050000,"[11,100,11,11,100,11,78,11,11,11,11,11]",1562055806
shower units for elderly,75,75,30,68.88,1.33,https://bestbath.com/,0,0,0,1,6470000,"[14,71,100,100,100,14,14,29,57,14,14,14]",1561584648
cleaning subway tile shower,62,62,20,80,6.96,https://bestbath.com/cleaning-and-maintenance/,0,0,0,0.49,7810000,"[11,11,22,11,11,22,11,100,11,11,56,11]",1561769149
trench drain width,66,66,40,63.31,0.75,https://bestbath.com/bestbath-trench-drains/,0,0,0,1,3440000,"[100,14,14,14,14,43,43,29,43,29,14,71]",1561454852
benjamin moore covington gray,33,33,70,67.43,1.96,https://bestbath.com/7-striking-paint-colors-powder-room/,0,0,0,0.11,2260000,"[6,6,100,3,3,9,3,6,3,3,3,3]",1561229541
64 x 50,19,19,40,69.5,0,https://bestbath.com/product/code-compliant-64x38-shower-pan-beveled-threshold-0-75-curb-height-2/,0,0,0,0,5100000000,"[71,43,100,14,43,43,43,14,29,14,14,43]",1562674583
how to clean shower stall base,43,43,30,82.84,2.33,https://bestbath.com/types-shower-pans/,0,0,0,0.14,4270000,"[14,14,43,100,29,29,0,0,0,14,29,57]",1561575286
cast iron shower base 60 x 32,29,29,50,78.98,1.54,https://bestbath.com/products/showers/pans/,0,0,0,1,80,"[20,80,20,40,100,80,40,20,20,20,20,40]",1562615583
walk in tub and shower,63,63,1000,75.74,8.57,https://bestbath.com/bestbath-resources/brochures-literature/,0,0,0,1,115000000,"[100,52,46,31,46,21,25,38,38,52,52,100]",1560968101
4 corner model,89,89,50,57.78,0,https://bestbath.com/product/multi-piece-barrier-free-60-x-36-x-80-1-4-corner-shower-beveled-threshold-3-4-curb-height-3lbsc6036fb75b/,0,0,0,0,762000000,"[22,11,22,11,11,11,11,11,22,100,22,11]",1562596967
curtain rod installation instructions,97,97,20,82.36,0,https://bestbath.com/wp-content/uploads/2016/08/Accessory-Installation-Maintenance-and-Warranty-Packet.pdf,0,0,0,0.97,26200000,"[11,11,11,100,11,33,78,11,11,11,11,11]",1561890333
commercial bath stalls,16,16,20,61.01,4.38,https://bestbath.com/,0,0,0,1,5280000,"[11,33,11,11,100,11,11,11,0,11,44,11]",1561771878
what is a zero threshold shower,29,29,20,66.23,0.12,https://bestbath.com/products/showers/pans/,0,0,0,0.23,2740000,"[0,0,0,0,0,0,0,50,50,50,50,100]",1561818147
cleaning your shower,66,66,50,84.9,9.81,https://bestbath.com/cleaning-and-maintenance/,0,0,0,0.79,313000000,"[40,20,20,20,100,20,20,20,20,20,20,20]",1562625540
california building code shower doors,48,48,20,69.49,0,https://bestbath.com/wp-content/uploads/2017/05/14-Key-Code-Issues.pdf,0,0,0,0,14600000,"[11,33,11,100,22,0,78,11,11,33,11,0]",1561875029
what concrete for shower pan,80,82,40,77.22,0.11,https://bestbath.com/wp-content/uploads/2018/07/Form2026_AboveRoughFloorPan_NewBrand2015_FINAL.pdf,0,0,0,0.97,14900000,"[33,56,11,22,56,11,100,22,11,11,78,11]",1562752065
ps 040,90,90,40,80.87,0,https://bestbath.com/wp-content/uploads/2016/01/SolidSurfaceColors.compressed.pdf,0,0,0,0.02,28800000,"[14,14,14,29,14,100,14,14,14,14,14,29]",1561536778
symmons w 400 instructions,28,28,50,70.19,0,https://bestbath.com/product/waterstopper-kit/,0,0,0,0.75,43,"[14,43,14,29,71,14,14,14,14,14,57,100]",1561426804
orange bathroom paint colors,43,43,20,88.47,0,https://bestbath.com/7-striking-paint-colors-powder-room/,0,0,0,0.79,97000000,"[44,33,11,11,11,44,100,33,11,11,11,11]",1562007926
how to replace a fiberglass tub shower unit,56,56,90,87.48,0,https://bestbath.com/who-we-serve/,0,0,0,0.86,765000,"[14,29,14,14,14,14,14,14,29,100,14,14]",1561190537
what is a slide bar shower,36,36,30,81.96,0,https://bestbath.com/use-bestbath-grab-bar-shower-slide-bar/,0,0,0,0.28,88,"[0,0,0,0,0,0,0,0,0,0,0,100]",1561747252
bathtub flange clips,43,42,70,80.47,0.2,https://bestbath.com/wp-content/uploads/2017/01/1059_MP-Tub-Shwr_LO-RES-Final.pdf,0,0,0,1,93,"[33,22,11,11,11,11,11,11,11,100,11,22]",1562772262
78x48,11,11,20,63.21,0,https://bestbath.com/product/code-compliant-78x48-shower-pan-beveled-threshold-1-curb-height/,0,0,0,0,1390000,"[14,14,29,0,29,100,14,14,14,29,57,14]",1561832965
52 inch shower curtain,23,23,30,92.43,0.7,https://bestbath.com/shower-curtain/48-x-74-white-vinyl-shower-curtain-with-rings/,0,0,0,1,83,"[25,50,50,25,25,25,25,25,50,25,25,100]",1561594869
custom bathroom stalls,35,35,50,52.4,10.85,https://bestbath.com/,0,0,0,0.93,16300000,"[57,14,29,14,14,100,14,100,29,14,14,14]",1562625305
standard garden tub size,20,20,30,86.32,0.7,https://bestbath.com/products/tubs/garden-tubs/,0,0,0,1,36800000,"[100,20,20,20,100,20,40,20,80,20,20,20]",1561590530
surround tub enclosures,43,43,90,79.46,0.36,https://bestbath.com/products/tub-surrounds/,0,0,0,0.5,944000,"[11,11,11,0,0,100,11,11,11,22,11,11]",1561165529
shower pan drain location,22,22,20,82.37,0.94,https://bestbath.com/types-shower-pans/,0,0,0,1,26700000,"[22,22,11,22,11,11,78,11,100,100,11,11]",1561791844
service finance company sold,60,60,40,87.77,0,http://bestbath.com/wp-content/uploads/2016/04/FFC_BestBathDealerSignupKit_0715.pdf,0,0,0,0,5110000000,"[43,71,100,14,29,0,14,14,43,0,0,0]",1561543756
no x42,93,93,20,81.86,0,https://bestbath.com/products/showers/pans/,0,0,0,0,31600000,"[11,11,44,11,11,11,100,11,33,22,11,22]",1562001538
36 x 48 shower surround,50,50,20,82.35,0.81,https://bestbath.com/products/showers/curbed/,0,0,0,1,5460000,"[14,14,29,71,14,14,100,100,43,14,14,14]",1561796950
custom corner shower rod,12,12,30,74,0.62,https://bestbath.com/product/corner-curtain-rod-kits/,0,0,0,1,14700000,"[50,25,25,0,0,50,100,50,25,75,25,100]",1561591567
bathtub soap holder,76,76,480,83.23,0.66,https://bestbath.com/products/accessories/,0,0,0,1,16100000,"[66,66,81,81,100,100,81,100,100,81,81,100]",1560995058
54 fiberglass shower,60,60,20,68.99,0.25,https://bestbath.com/products/showers/pans/,0,0,0,1,2920000,"[33,67,67,100,67,33,33,33,33,33,100,33]",1561811630
walk in bath with shower screen,26,26,30,76.48,0,https://bestbath.com/,0,0,0,0,52400000,"[20,20,60,20,20,40,20,100,0,0,0,0]",1561744380
how to put in a shower pan,42,42,110,84.68,0.68,https://bestbath.com/types-shower-pans/,0,0,0,1,59500000,"[65,65,52,65,65,41,52,52,41,82,100,82]",1561124777
roll top bath against wall,31,31,20,68.91,0,https://bestbath.com/tiledesign/,0,0,0,0.14,83,"[0,0,0,0,0,0,0,0,0,0,0,100]",1562036572
48 inch shower,34,34,320,85.09,0.68,https://bestbath.com/product/code-compliant-78x48-shower-pan-beveled-threshold-1-curb-height/,0,0,0,1,96,"[67,67,100,82,67,82,100,82,54,82,67,82]",1561015823
how to clean textured bathtub,50,50,70,83.57,0,https://bestbath.com/cleaning-and-maintenance/,0,0,0,0.33,3430000,"[56,11,78,11,22,11,56,11,33,11,22,100]",1562678470
walk in shower floor seal,93,93,30,80.88,0,https://bestbath.com/faqs/,0,0,0,0,11000000,"[0,0,0,100,100,100,100,100,100,100,100,0]",1561744409
60 x 30,34,34,880,76.25,0,https://bestbath.com/product/barrier-free-60x30-shower-pan-beveled-threshold-0-75-curb-height-3/,0,0,0,0,10690000000,"[100,100,100,100,100,82,82,100,100,100,100,100]",1560978035
laminated shower and tub panels,42,41,40,65.08,0.27,https://bestbath.com/faqs/,0,0,0,1,30600000,"[0,0,33,33,67,33,33,100,67,33,33,100]",1562768779
ins tub,38,38,20,63.79,5.69,https://bestbath.com/,0,0,0,0.89,47800000,"[100,11,11,44,11,11,44,56,11,100,11,11]",1561770658
athomeliving,38,38,40,73.56,0,https://bestbath.com/dealer/at-home-living-solutions/,0,0,0,0.01,17000000,"[60,100,20,20,60,20,80,20,20,80,20,20]",1562617359
how to make an outdoor bathroom,79,79,20,71.7,0.28,https://bestbath.com/10-ways-expose-bathroom-light-without-sacrificing-privacy/,0,0,0,1,577000000,"[33,100,33,33,67,33,33,33,33,33,33,33]",1561809980
handicap bathroom shower ideas,26,26,20,74.43,0.8,https://bestbath.com/,0,0,0,0.98,17700000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1561794899
shower base cleaner,48,48,90,85.27,1.75,https://bestbath.com/cleaning-and-maintenance/,0,0,0,1,34500000,"[57,100,14,100,57,14,14,14,14,14,14,14]",1561159530
tile shower drain installation instructions,38,38,70,73.83,0,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,0.5,7140000,"[25,50,25,100,0,75,25,25,25,25,75,25]",1561316232
better bath bathtubs,63,63,30,75.37,0,https://bestbath.com/products/tubs/,0,0,0,1,33700000,"[50,50,50,50,100,50,50,100,100,50,50,50]",1561624583
36 x 40 shower base,14,14,110,82.19,0.57,https://bestbath.com/products/showers/pans/,0,0,0,1,72,"[79,100,50,64,79,50,79,64,79,100,79,100]",1561125544
how big is a standard bathtub,95,95,140,76.41,1.46,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,169000000,"[81,67,67,52,52,67,67,67,81,100,81,81]",1561090979
prefabricated bathrooms,51,51,140,50.42,0.87,https://bestbath.com/custom-prefabrication/,0,0,0,1,2690000,"[81,67,52,52,67,67,52,43,67,67,81,100]",1561095950
shower handle bar,66,66,480,78.18,0.99,https://bestbath.com/products/grab-bars/,0,0,0,1,183000000,"[67,54,67,67,100,67,67,54,82,82,67,82]",1560993740
best lighting for bathroom with no windows,34,34,140,77.67,2.06,https://bestbath.com/10-ways-expose-bathroom-light-without-sacrificing-privacy/,0,0,0,1,96800000,"[100,100,65,82,100,82,82,41,65,82,82,65]",1561089957
shower base moulding,32,32,90,83.84,0.31,https://bestbath.com/product/3-trim-kit/,0,0,0,1,3290000,"[14,14,14,57,14,100,14,29,14,14,29,14]",1561166049
64 ansi,67,67,90,74.36,0,https://bestbath.com/products/showers/code-compliant/,0,0,0,0,27100000,"[0,0,0,20,100,20,20,20,20,40,20,20]",1561170574
tile around fiberglass shower stall,87,87,20,87.36,0.87,https://bestbath.com/products/showers/,0,0,0,1,1140000,"[3,3,3,12,12,3,3,16,3,100,34,66]",1561792843
tub revit,13,13,20,64.47,0,https://bestbath.com/category/dealer-resources/revit-files/,0,0,0,0,97,"[25,25,25,25,100,25,25,50,25,25,25,50]",1562075612
4 foot tub and shower,80,80,20,86.98,0.11,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,71300000,"[33,33,33,33,33,33,33,100,33,100,67,33]",1561818092
refresh your look,76,76,70,80.33,0,https://bestbath.com/2-mini-makeover-ideas-refresh-bathrooms-look/,0,0,0,0.2,429000000,"[43,14,71,43,100,14,29,14,14,14,71,14]",1561298340
in shower seat,50,50,20,87.93,1.35,https://bestbath.com/products/seats/,0,0,0,1,329000000,"[9,9,45,100,9,82,18,9,9,9,9,9]",1561786024
susan duncan author,97,0,40,82.42,0.15,https://bestbath.com/author/travis/page/7/,0,0,0,0.52,12500000,"[11,78,22,11,11,22,11,100,11,0,11,11]",1562757800
54 x 32 shower base,31,31,140,76.93,0.63,https://bestbath.com/products/showers/pans/,0,0,0,1,98,"[67,67,52,67,52,52,52,81,33,100,67,100]",1561095476
52 x 50,78,78,90,83.8,0,https://bestbath.com/products/showers/pans/,0,0,0,0,6850000000,"[100,100,64,82,100,100,100,64,64,100,82,100]",1561170552
corner soap dish for tile shower,23,23,30,85.86,0.57,https://bestbath.com/products/accessories/,0,0,0,1,4300000,"[2,24,100,5,2,24,2,2,2,2,3,2]",1561594578
42 by 60 shower base,16,16,20,79.87,1.21,https://bestbath.com/products/showers/pans/,0,0,0,1,96,"[6,6,6,100,29,18,12,6,6,18,6,12]",1561788144
whats a roll in shower,28,28,170,64.68,1.27,https://bestbath.com/category/whats-new/,0,0,0,0.88,19900000,"[81,81,81,100,100,67,52,67,81,100,100,100]",1561069132
walk in shower drain kit,57,57,30,80.28,0.25,https://bestbath.com/,0,0,0,1,7420000,"[20,80,20,100,40,20,20,20,20,20,20,20]",1561599192
low curb,10,10,30,74.07,0,https://bestbath.com/products/showers/pans/,0,0,0,0.1,200000000,"[11,11,33,56,11,44,11,11,11,11,100,11]",1561691937
open shower next to bath,59,59,20,83.43,0,https://bestbath.com/,0,0,0,0,293000000,"[0,0,0,0,100,0,0,0,0,0,100,0]",1562006212
one piece tile shower,88,0,40,81.56,0.23,https://bestbath.com/who-we-serve/,0,0,0,1,57300000,"[14,57,14,57,100,14,14,43,0,43,0,14]",1562751822
universal bath,33,33,20,79.32,0.31,http://bestbath.com/wp-content/uploads/2017/11/BB_UD-eBook_Top10.pdf,0,0,0,1,122000000,"[14,14,43,14,57,29,14,14,100,71,14,14]",1561809586
big e 5,92,92,90,80.64,0,https://bestbath.com/wp-content/uploads/2016/01/XTW6035.pdf,0,0,0,0.47,9420000000,"[25,25,25,25,100,25,25,25,50,50,25,25]",1561174862
shower pan 54 x 32,22,22,50,75.22,0.64,https://bestbath.com/products/showers/pans/,0,0,0,1,97,"[27,45,82,9,9,9,100,45,27,9,9,9]",1562607470
double shower bathroom designs,96,96,20,85.32,1.1,https://bestbath.com/,0,0,0,0.92,60500000,"[22,100,11,11,11,11,22,11,78,100,100,11]",1561790813
bath shower seat,36,36,260,86.13,0.87,https://bestbath.com/products/seats/,0,0,0,1,109000000,"[44,35,44,54,67,54,81,54,44,44,54,100]",1561027771
handicap shower water dam,14,14,40,58.27,0,https://bestbath.com/waterstopper/,0,0,0,1,965000,"[20,20,60,40,20,20,20,20,20,60,100,60]",1561507160
shower tray clearance,37,37,50,61.59,0,https://bestbath.com/products/showers/pans/,0,0,0,0,8920000,"[0,0,0,0,0,100,0,100,0,0,0,0]",1561429343
standard 5 tub dimensions,76,76,50,79.78,0,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,0,0,0,1,23900000,"[20,20,40,60,20,20,20,20,100,40,20,20]",1561425305
low profile tub shower combination,26,26,110,82,1.1,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,29800000,"[81,43,33,43,67,100,52,33,33,67,52,24]",1561122612
